corpus,pool_dir,file,trace,instance_id,model,metadata_instance_id,n_llm,n_tool,peak_prompt_tokens,sum_prompt_tokens,sum_completion_tokens,llm_s,tool_s,wall_s,bucket
terminal-bench,terminal-bench-original-flat-239-20260904,tb__git-leak-recovery.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__git-leak-recovery.trace.jsonl,git-leak-recovery,gpt-5.6-sol,git-leak-recovery,6,5,3339,13743,1433,47.5,0.1,47.6,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__git-multibranch.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__git-multibranch.trace.jsonl,git-multibranch,gpt-5.6-sol,git-multibranch,11,10,10250,67072,7433,176.0,1.7,177.7,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__git-workflow-hack.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__git-workflow-hack.trace.jsonl,git-workflow-hack,gpt-5.6-sol,git-workflow-hack,16,15,19106,170548,18146,393.0,0.1,393.2,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__gomoku-planner.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__gomoku-planner.trace.jsonl,gomoku-planner,gpt-5.6-sol,gomoku-planner,9,8,3692,20726,3297,81.9,0.4,82.3,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__gpt2-codegolf.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__gpt2-codegolf.trace.jsonl,gpt2-codegolf,gpt-5.6-sol,gpt2-codegolf,33,32,17549,333330,18146,438.4,53.4,492.0,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__grid-pattern-transform.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__grid-pattern-transform.trace.jsonl,grid-pattern-transform,gpt-5.6-sol,grid-pattern-transform,4,3,2140,6602,1217,38.7,0.0,38.7,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__hdfs-deployment.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__hdfs-deployment.trace.jsonl,hdfs-deployment,gpt-5.6-sol,hdfs-deployment,25,24,15742,198688,4555,144.8,1262.9,1407.8,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__hello-world.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__hello-world.trace.jsonl,hello-world,gpt-5.6-sol,hello-world,4,3,1184,4293,222,11.3,0.0,11.3,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__heterogeneous-dates.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__heterogeneous-dates.trace.jsonl,heterogeneous-dates,gpt-5.6-sol,heterogeneous-dates,4,3,1785,5324,629,20.9,0.1,20.9,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__hf-lora-adapter.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__hf-lora-adapter.trace.jsonl,hf-lora-adapter,gpt-5.6-sol,hf-lora-adapter,12,11,12081,88033,3888,98.0,124.4,222.5,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__hf-model-inference.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__hf-model-inference.trace.jsonl,hf-model-inference,gpt-5.6-sol,hf-model-inference,11,10,5554,32426,3052,77.9,12.0,89.9,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__hf-train-lora-adapter.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__hf-train-lora-adapter.trace.jsonl,hf-train-lora-adapter,gpt-5.6-sol,hf-train-lora-adapter,26,25,18845,307502,11758,311.8,633.1,945.1,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__home-server-https.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__home-server-https.trace.jsonl,home-server-https,gpt-5.6-sol,home-server-https,12,11,13111,90748,4666,103.0,33.4,136.5,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__html-finance-verify.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__html-finance-verify.trace.jsonl,html-finance-verify,gpt-5.6-sol,html-finance-verify,10,9,7255,42920,1946,53.3,0.8,54.1,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__huarong-dao-solver.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__huarong-dao-solver.trace.jsonl,huarong-dao-solver,gpt-5.6-sol,huarong-dao-solver,11,10,7278,54084,4886,109.7,8.4,118.2,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__hydra-debug-slurm-mode.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__hydra-debug-slurm-mode.trace.jsonl,hydra-debug-slurm-mode,gpt-5.6-sol,hydra-debug-slurm-mode,8,7,3728,19170,1224,38.3,9.4,47.7,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__ilp-solver.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__ilp-solver.trace.jsonl,ilp-solver,gpt-5.6-sol,ilp-solver,3,2,1487,4068,917,26.8,0.0,26.8,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__implement-eigenvectors-from-eigenvalues-research-paper.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__implement-eigenvectors-from-eigenvalues-research-paper.trace.jsonl,implement-eigenvectors-from-eigenvalues-research-paper,gpt-5.6-sol,implement-eigenvectors-from-eigenvalues-research-paper,11,10,10608,60397,4783,106.5,0.7,107.3,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__incompatible-python-fasttext.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__incompatible-python-fasttext.trace.jsonl,incompatible-python-fasttext,gpt-5.6-sol,incompatible-python-fasttext,11,10,8921,53778,4054,93.7,1.7,95.5,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__install-klee-minimal.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__install-klee-minimal.trace.jsonl,install-klee-minimal,gpt-5.6-sol,install-klee-minimal,24,23,33153,417903,7227,165.7,123.9,289.8,32-64K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__install-windows-3.11.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__install-windows-3.11.trace.jsonl,install-windows-3.11,gpt-5.6-sol,install-windows-3.11,32,31,42490,552663,12248,303.4,282.2,585.9,32-64K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__install-windows-xp.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__install-windows-xp.trace.jsonl,install-windows-xp,gpt-5.6-sol,install-windows-xp,54,53,28869,882034,15688,422.8,1964.0,2387.4,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__interactive-maze-game.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__interactive-maze-game.trace.jsonl,interactive-maze-game,gpt-5.6-sol,interactive-maze-game,24,23,7300,95753,9875,406.0,1.4,407.4,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__intrusion-detection.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__intrusion-detection.trace.jsonl,intrusion-detection,gpt-5.6-sol,intrusion-detection,15,14,9114,84034,7873,192.7,0.5,193.3,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__jq-data-processing.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__jq-data-processing.trace.jsonl,jq-data-processing,gpt-5.6-sol,jq-data-processing,10,9,4638,33689,1635,51.9,0.1,52.0,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__jsonl-aggregator.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__jsonl-aggregator.trace.jsonl,jsonl-aggregator,gpt-5.6-sol,jsonl-aggregator,5,4,3389,10782,1188,28.5,4.2,32.7,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__jupyter-notebook-server.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__jupyter-notebook-server.trace.jsonl,jupyter-notebook-server,gpt-5.6-sol,jupyter-notebook-server,17,16,13333,131569,5577,126.4,27.5,154.0,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__kv-store-grpc.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__kv-store-grpc.trace.jsonl,kv-store-grpc,gpt-5.6-sol,kv-store-grpc,9,8,4006,22664,1980,49.6,7.8,57.4,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__large-scale-text-editing.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__large-scale-text-editing.trace.jsonl,large-scale-text-editing,gpt-5.6-sol,large-scale-text-editing,9,8,3381,20512,3217,72.0,71.3,143.4,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__largest-eigenval.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__largest-eigenval.trace.jsonl,largest-eigenval,gpt-5.6-sol,largest-eigenval,23,22,18556,238596,9744,223.1,15.4,238.6,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__lean4-proof.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__lean4-proof.trace.jsonl,lean4-proof,gpt-5.6-sol,lean4-proof,59,58,47291,1366921,38905,867.7,273.2,1141.7,32-64K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__llm-inference-batching-scheduler.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__llm-inference-batching-scheduler.trace.jsonl,llm-inference-batching-scheduler,gpt-5.6-sol,llm-inference-batching-scheduler,11,10,12573,83887,6512,142.6,13.4,156.0,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__llm-spec-decoding.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__llm-spec-decoding.trace.jsonl,llm-spec-decoding,gpt-5.6-sol,llm-spec-decoding,9,8,3777,25073,2762,73.6,20.9,94.5,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__log-summary.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__log-summary.trace.jsonl,log-summary,gpt-5.6-sol,log-summary,7,6,1693,9493,648,57.5,0.0,57.5,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__log-summary-date-ranges.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__log-summary-date-ranges.trace.jsonl,log-summary-date-ranges,gpt-5.6-sol,log-summary-date-ranges,8,7,6267,34936,2169,57.2,0.1,57.3,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__logistic-regression-divergence.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__logistic-regression-divergence.trace.jsonl,logistic-regression-divergence,gpt-5.6-sol,logistic-regression-divergence,9,8,4245,27115,3788,86.3,2.0,88.4,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__magsac-install.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__magsac-install.trace.jsonl,magsac-install,gpt-5.6-sol,magsac-install,22,21,47925,614083,7868,205.3,714.2,919.8,32-64K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__mahjong-winninghand.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__mahjong-winninghand.trace.jsonl,mahjong-winninghand,gpt-5.6-sol,mahjong-winninghand,13,12,3986,34119,1593,53.5,0.0,53.5,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__mailman.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__mailman.trace.jsonl,mailman,gpt-5.6-sol,mailman,27,26,31553,525300,10161,248.7,370.1,619.2,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__make-doom-for-mips.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__make-doom-for-mips.trace.jsonl,make-doom-for-mips,gpt-5.6-sol,make-doom-for-mips,72,71,58164,2830406,21028,552.5,358.5,913.1,32-64K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__make-mips-interpreter.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__make-mips-interpreter.trace.jsonl,make-mips-interpreter,gpt-5.6-sol,make-mips-interpreter,34,33,44345,1019834,16811,384.2,490.4,875.1,32-64K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__matlab-python-conversion.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__matlab-python-conversion.trace.jsonl,matlab-python-conversion,gpt-5.6-sol,matlab-python-conversion,8,7,4004,20338,4479,92.2,0.5,92.8,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__mcmc-sampling-stan.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__mcmc-sampling-stan.trace.jsonl,mcmc-sampling-stan,gpt-5.6-sol,mcmc-sampling-stan,26,25,26529,349794,6336,157.0,542.4,699.6,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__merge-diff-arc-agi-task.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__merge-diff-arc-agi-task.trace.jsonl,merge-diff-arc-agi-task,gpt-5.6-sol,merge-diff-arc-agi-task,14,13,11478,103760,3897,94.4,8.2,102.7,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__mixed-integer-programming.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__mixed-integer-programming.trace.jsonl,mixed-integer-programming,gpt-5.6-sol,mixed-integer-programming,7,6,8485,31720,1115,30.2,304.2,334.4,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__mlflow-register.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__mlflow-register.trace.jsonl,mlflow-register,gpt-5.6-sol,mlflow-register,10,9,5301,26631,3487,80.1,14.4,94.5,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__mnist-learning-fix.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__mnist-learning-fix.trace.jsonl,mnist-learning-fix,gpt-5.6-sol,mnist-learning-fix,6,5,5471,22300,2025,49.4,0.4,49.9,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__model-extraction-relu-logits.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__model-extraction-relu-logits.trace.jsonl,model-extraction-relu-logits,gpt-5.6-sol,model-extraction-relu-logits,9,8,5024,27454,7006,152.2,2.2,154.4,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__modernize-fortran-build.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__modernize-fortran-build.trace.jsonl,modernize-fortran-build,gpt-5.6-sol,modernize-fortran-build,11,10,3317,26576,1104,40.2,0.1,40.3,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__modernize-scientific-stack.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__modernize-scientific-stack.trace.jsonl,modernize-scientific-stack,gpt-5.6-sol,modernize-scientific-stack,9,8,4317,28891,1162,42.8,0.3,43.1,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__movie-helper.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__movie-helper.trace.jsonl,movie-helper,gpt-5.6-sol,movie-helper,10,9,10812,63262,3644,85.1,83.5,168.6,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__mteb-eval.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__mteb-eval.trace.jsonl,mteb-eval,gpt-5.6-sol,mteb-eval,10,9,12634,62810,1944,48.5,160.5,209.0,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__mteb-leaderboard.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__mteb-leaderboard.trace.jsonl,mteb-leaderboard,gpt-5.6-sol,mteb-leaderboard,22,21,25930,283380,4460,133.0,380.1,513.3,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__mteb-retrieve.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__mteb-retrieve.trace.jsonl,mteb-retrieve,gpt-5.6-sol,mteb-retrieve,10,9,6392,37168,2121,51.9,25.7,77.6,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__multi-source-data-merger.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__multi-source-data-merger.trace.jsonl,multi-source-data-merger,gpt-5.6-sol,multi-source-data-merger,9,8,4582,22782,3047,74.7,1.5,76.2,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__multistep-definite-integral.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__multistep-definite-integral.trace.jsonl,multistep-definite-integral,gpt-5.6-sol,multistep-definite-integral,4,3,1771,5647,443,14.7,8.9,23.6,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__neuron-to-jaxley-conversion.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__neuron-to-jaxley-conversion.trace.jsonl,neuron-to-jaxley-conversion,gpt-5.6-sol,neuron-to-jaxley-conversion,22,21,33423,383950,8745,199.0,157.0,356.3,32-64K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__new-encrypt-command.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__new-encrypt-command.trace.jsonl,new-encrypt-command,gpt-5.6-sol,new-encrypt-command,7,6,2613,12145,1225,29.9,0.6,30.5,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__nginx-request-logging.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__nginx-request-logging.trace.jsonl,nginx-request-logging,gpt-5.6-sol,nginx-request-logging,16,15,7919,87525,3045,81.3,4.4,85.8,<16K
